overlap_start,overlap_end,overlap_duration,agent_stime,agent_etime,customer_stime,customer_etime,initiator,file_id
67.0,68.0,1.0,67.0,75,65.0,68.0,Agent,d300835a-37e7-4da5-a998-c2203a674349.json
79.0,80.0,1.0,79.0,88,76.0,80.0,Agent,d300835a-37e7-4da5-a998-c2203a674349.json
91.0,92.0,1.0,91.0,95,89.0,92.0,Agent,d300835a-37e7-4da5-a998-c2203a674349.json
19.0,20.0,1.0,10.0,20,19.0,22.0,Customer,4f05aaff-585f-485f-90a1-60d027ec6e46.json
21.0,22.0,1.0,21.0,30,19.0,22.0,Agent,4f05aaff-585f-485f-90a1-60d027ec6e46.json
33.0,34.0,1.0,33.0,40,30.5,34.0,Agent,4f05aaff-585f-485f-90a1-60d027ec6e46.json
39.0,40.0,1.0,33.0,40,39.0,44.0,Customer,4f05aaff-585f-485f-90a1-60d027ec6e46.json
43.0,44.0,1.0,43.0,51,39.0,44.0,Agent,4f05aaff-585f-485f-90a1-60d027ec6e46.json
50.0,51.0,1.0,43.0,51,50.0,54.0,Customer,4f05aaff-585f-485f-90a1-60d027ec6e46.json
53.0,54.0,1.0,53.0,60,50.0,54.0,Agent,4f05aaff-585f-485f-90a1-60d027ec6e46.json
63.0,64.0,1.0,63.0,70,60.5,64.0,Agent,4f05aaff-585f-485f-90a1-60d027ec6e46.json
8.0,9.0,1.0,8.0,19,5.0,9.0,Agent,6c896881-40f4-41ae-85c3-aebf302976a5.json
22.0,23.0,1.0,22.0,34,20.0,23.0,Agent,6c896881-40f4-41ae-85c3-aebf302976a5.json
38.0,39.0,1.0,38.0,49,35.0,39.0,Agent,6c896881-40f4-41ae-85c3-aebf302976a5.json
53.0,54.0,1.0,53.0,62,50.0,54.0,Agent,6c896881-40f4-41ae-85c3-aebf302976a5.json
61.0,62.0,1.0,53.0,62,61.0,65.0,Customer,6c896881-40f4-41ae-85c3-aebf302976a5.json
64.0,65.0,1.0,64.0,76,61.0,65.0,Agent,6c896881-40f4-41ae-85c3-aebf302976a5.json
75.0,76.0,1.0,64.0,76,75.0,78.0,Customer,6c896881-40f4-41ae-85c3-aebf302976a5.json
77.0,78.0,1.0,77.0,87,75.0,78.0,Agent,6c896881-40f4-41ae-85c3-aebf302976a5.json
86.0,87.0,1.0,77.0,87,86.0,90.0,Customer,6c896881-40f4-41ae-85c3-aebf302976a5.json
9.0,10.0,1.0,9.0,18,6.0,10.0,Agent,a73d777f-368a-46b5-9d59-0aa5829b4427.json
23.0,24.0,1.0,23.0,30,19.0,24.0,Agent,a73d777f-368a-46b5-9d59-0aa5829b4427.json
11.0,12.0,1.0,11.0,21,7.5,12.0,Agent,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
20.0,21.0,1.0,11.0,21,20.0,25.0,Customer,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
24.0,25.0,1.0,24.0,32,20.0,25.0,Agent,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
31.0,32.0,1.0,24.0,32,31.0,35.0,Customer,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
34.0,35.0,1.0,34.0,43,31.0,35.0,Agent,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
42.0,43.0,1.0,34.0,43,42.0,50.0,Customer,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
49.0,50.0,1.0,49.0,58,42.0,50.0,Agent,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
57.0,58.0,1.0,49.0,58,57.0,60.0,Customer,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
59.0,60.0,1.0,59.0,68,57.0,60.0,Agent,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
67.0,68.0,1.0,59.0,68,67.0,74.0,Customer,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
73.0,74.0,1.0,73.0,80,67.0,74.0,Agent,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
79.0,80.0,1.0,73.0,80,79.0,83.0,Customer,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
82.0,83.0,1.0,82.0,88,79.0,83.0,Agent,ab6ec93c-09e1-4b88-8777-574ceb28cd05.json
11.0,12.0,1.0,11.0,21,8.5,12.0,Agent,742147aa-a2df-4429-859e-05b4a7875563.json
24.0,25.0,1.0,24.0,34,22.0,25.0,Agent,742147aa-a2df-4429-859e-05b4a7875563.json
41.0,42.0,1.0,41.0,51,35.0,42.0,Agent,742147aa-a2df-4429-859e-05b4a7875563.json
55.0,56.0,1.0,55.0,64,52.0,56.0,Agent,742147aa-a2df-4429-859e-05b4a7875563.json
81.0,82.0,1.0,81.0,88,77.0,82.0,Agent,742147aa-a2df-4429-859e-05b4a7875563.json
11.0,12.05,1.0500000000000007,11.0,23,9.2,12.05,Agent,41fac7e4-d242-4887-9f54-f891dff6ff70.json
26.0,27.0,1.0,26.0,31,24.0,27.0,Agent,41fac7e4-d242-4887-9f54-f891dff6ff70.json
35.0,36.0,1.0,35.0,44,32.0,36.0,Agent,41fac7e4-d242-4887-9f54-f891dff6ff70.json
49.0,50.0,1.0,49.0,57,45.0,50.0,Agent,41fac7e4-d242-4887-9f54-f891dff6ff70.json
60.0,61.0,1.0,60.0,67,58.0,61.0,Agent,41fac7e4-d242-4887-9f54-f891dff6ff70.json
70.0,71.0,1.0,70.0,80,68.0,71.0,Agent,41fac7e4-d242-4887-9f54-f891dff6ff70.json
22.5,23.0,0.5,12.0,23,22.5,25.0,Customer,49dca3af-dcec-423e-939d-93811e8a51a9.json
32.0,33.0,1.0,25.0,33,32.0,36.0,Customer,49dca3af-dcec-423e-939d-93811e8a51a9.json
45.0,46.0,1.0,36.0,46,45.0,50.0,Customer,49dca3af-dcec-423e-939d-93811e8a51a9.json
58.0,59.0,1.0,50.0,59,58.0,61.0,Customer,49dca3af-dcec-423e-939d-93811e8a51a9.json
69.0,70.0,1.0,61.0,70,69.0,72.0,Customer,49dca3af-dcec-423e-939d-93811e8a51a9.json
79.0,80.0,1.0,72.0,80,79.0,82.0,Customer,49dca3af-dcec-423e-939d-93811e8a51a9.json
11.0,12.0,1.0,11.0,19,7.5,12.0,Agent,ee078707-82d8-4937-942a-0d1dce58dac5.json
18.0,19.0,1.0,11.0,19,18.0,21.0,Customer,ee078707-82d8-4937-942a-0d1dce58dac5.json
29.0,30.0,1.0,21.5,30,29.0,32.0,Customer,ee078707-82d8-4937-942a-0d1dce58dac5.json
31.0,32.0,1.0,31.0,39,29.0,32.0,Agent,ee078707-82d8-4937-942a-0d1dce58dac5.json
38.5,39.0,0.5,31.0,39,38.5,44.0,Customer,ee078707-82d8-4937-942a-0d1dce58dac5.json
43.0,44.0,1.0,43.0,52,38.5,44.0,Agent,ee078707-82d8-4937-942a-0d1dce58dac5.json
51.0,52.0,1.0,43.0,52,51.0,55.0,Customer,ee078707-82d8-4937-942a-0d1dce58dac5.json
54.0,55.0,1.0,54.0,64,51.0,55.0,Agent,ee078707-82d8-4937-942a-0d1dce58dac5.json
63.0,64.0,1.0,54.0,64,63.0,65.0,Customer,ee078707-82d8-4937-942a-0d1dce58dac5.json
72.0,73.0,1.0,66.0,73,72.0,75.0,Customer,ee078707-82d8-4937-942a-0d1dce58dac5.json
11.0,12.0,1.0,11.0,20,8.0,12.0,Agent,b6eb2096-6102-431d-b0df-4a87310d46c4.json
19.0,20.0,1.0,11.0,20,19.0,23.0,Customer,b6eb2096-6102-431d-b0df-4a87310d46c4.json
22.0,23.0,1.0,22.0,32,19.0,23.0,Agent,b6eb2096-6102-431d-b0df-4a87310d46c4.json
31.0,32.0,1.0,22.0,32,31.0,35.0,Customer,b6eb2096-6102-431d-b0df-4a87310d46c4.json
34.0,35.0,1.0,34.0,42,31.0,35.0,Agent,b6eb2096-6102-431d-b0df-4a87310d46c4.json
41.0,42.0,1.0,34.0,42,41.0,44.0,Customer,b6eb2096-6102-431d-b0df-4a87310d46c4.json
43.0,44.0,1.0,43.0,49,41.0,44.0,Agent,b6eb2096-6102-431d-b0df-4a87310d46c4.json
48.0,49.0,1.0,43.0,49,48.0,52.0,Customer,b6eb2096-6102-431d-b0df-4a87310d46c4.json
51.0,52.0,1.0,51.0,59,48.0,52.0,Agent,b6eb2096-6102-431d-b0df-4a87310d46c4.json
58.0,59.0,1.0,51.0,59,58.0,63.0,Customer,b6eb2096-6102-431d-b0df-4a87310d46c4.json
62.0,63.0,1.0,62.0,70,58.0,63.0,Agent,b6eb2096-6102-431d-b0df-4a87310d46c4.json
11.0,12.0,1.0,11.0,21,7.5,12.0,Agent,b76917d8-cb80-481a-84d5-25de34e98f95.json
20.0,21.0,1.0,11.0,21,20.0,22.0,Customer,b76917d8-cb80-481a-84d5-25de34e98f95.json
21.0,22.0,1.0,21.0,32,20.0,22.0,Agent,b76917d8-cb80-481a-84d5-25de34e98f95.json
31.0,32.0,1.0,21.0,32,31.0,34.0,Customer,b76917d8-cb80-481a-84d5-25de34e98f95.json
33.0,34.0,1.0,33.0,45,31.0,34.0,Agent,b76917d8-cb80-481a-84d5-25de34e98f95.json
44.0,45.0,1.0,33.0,45,44.0,48.0,Customer,b76917d8-cb80-481a-84d5-25de34e98f95.json
47.0,48.0,1.0,47.0,57,44.0,48.0,Agent,b76917d8-cb80-481a-84d5-25de34e98f95.json
56.0,57.0,1.0,47.0,57,56.0,59.0,Customer,b76917d8-cb80-481a-84d5-25de34e98f95.json
58.0,59.0,1.0,58.0,68,56.0,59.0,Agent,b76917d8-cb80-481a-84d5-25de34e98f95.json
67.0,68.0,1.0,58.0,68,67.0,70.0,Customer,b76917d8-cb80-481a-84d5-25de34e98f95.json
69.0,70.0,1.0,69.0,78,67.0,70.0,Agent,b76917d8-cb80-481a-84d5-25de34e98f95.json
77.0,78.0,1.0,69.0,78,77.0,80.0,Customer,b76917d8-cb80-481a-84d5-25de34e98f95.json
12.0,13.0,1.0,12.0,23,8.0,13.0,Agent,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
27.0,28.0,1.0,27.0,37,24.0,28.0,Agent,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
36.0,37.0,1.0,27.0,37,36.0,40.0,Customer,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
39.0,40.0,1.0,39.0,50,36.0,40.0,Agent,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
54.0,55.0,1.0,54.0,63,51.0,55.0,Agent,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
62.0,63.0,1.0,54.0,63,62.0,65.0,Customer,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
64.0,65.0,1.0,64.0,73,62.0,65.0,Agent,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
72.0,73.0,1.0,64.0,73,72.0,77.0,Customer,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
76.0,77.0,1.0,76.0,85,72.0,77.0,Agent,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
84.0,85.0,1.0,76.0,85,84.0,89.0,Customer,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
88.0,89.0,1.0,88.0,95,84.0,89.0,Agent,f53b56bf-c27d-4900-8ed6-9c66a4691268.json
11.0,12.0,1.0,11.0,22,8.0,12.0,Agent,5c0bf9ad-669f-4a26-8c08-4af6f9698cf0.json
24.0,25.0,1.0,24.0,33,23.0,25.0,Agent,5c0bf9ad-669f-4a26-8c08-4af6f9698cf0.json
38.0,39.0,1.0,38.0,47,34.0,39.0,Agent,5c0bf9ad-669f-4a26-8c08-4af6f9698cf0.json
50.0,51.0,1.0,50.0,59,48.0,51.0,Agent,5c0bf9ad-669f-4a26-8c08-4af6f9698cf0.json
62.0,63.0,1.0,62.0,67,60.0,63.0,Agent,5c0bf9ad-669f-4a26-8c08-4af6f9698cf0.json
8.0,9.0,1.0,8.0,18,5.5,9.0,Agent,b93535c4-ce25-4fd6-a203-4e726566469b.json
19.0,20.0,1.0,11.0,20,19.0,22.0,Customer,52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json
25.0,26.0,1.0,22.0,26,25.0,30.0,Customer,52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json
41.0,42.0,1.0,41.0,48,39.0,42.0,Agent,52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json
47.0,48.0,1.0,41.0,48,47.0,52.0,Customer,52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json
51.0,52.0,1.0,51.0,56,47.0,52.0,Agent,52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json
59.0,60.0,1.0,59.0,64,56.0,60.0,Agent,52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json
63.0,64.0,1.0,59.0,64,63.0,68.0,Customer,52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json
67.0,68.0,1.0,67.0,70,63.0,68.0,Agent,52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json
20.0,21.0,1.0,20.0,25,16.5,21.0,Agent,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
24.0,25.0,1.0,20.0,25,24.0,29.0,Customer,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
28.0,29.0,1.0,28.0,35,24.0,29.0,Agent,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
34.0,35.0,1.0,28.0,35,34.0,38.0,Customer,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
37.0,38.0,1.0,37.0,42,34.0,38.0,Agent,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
41.0,42.0,1.0,37.0,42,41.0,46.0,Customer,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
45.0,46.0,1.0,45.0,52,41.0,46.0,Agent,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
51.0,52.0,1.0,45.0,52,51.0,55.0,Customer,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
54.0,55.0,1.0,54.0,61,51.0,55.0,Agent,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
60.0,61.0,1.0,54.0,61,60.0,65.0,Customer,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
64.0,65.0,1.0,64.0,70,60.0,65.0,Agent,50abe040-847c-47e1-962f-a00d7ff2cfe4.json
11.0,12.05,1.0500000000000007,11.0,22,9.2,12.05,Agent,2fbb34f8-fa48-4736-bc04-34e12819d43a.json
25.0,26.0,1.0,25.0,31,23.0,26.0,Agent,2fbb34f8-fa48-4736-bc04-34e12819d43a.json
36.0,37.0,1.0,36.0,48,32.0,37.0,Agent,2fbb34f8-fa48-4736-bc04-34e12819d43a.json
52.0,53.0,1.0,52.0,59,49.0,53.0,Agent,2fbb34f8-fa48-4736-bc04-34e12819d43a.json
64.0,65.0,1.0,64.0,71,60.0,65.0,Agent,2fbb34f8-fa48-4736-bc04-34e12819d43a.json
76.0,77.0,1.0,76.0,85,72.0,77.0,Agent,2fbb34f8-fa48-4736-bc04-34e12819d43a.json
84.0,85.0,1.0,76.0,85,84.0,88.0,Customer,2fbb34f8-fa48-4736-bc04-34e12819d43a.json
87.0,88.0,1.0,87.0,95,84.0,88.0,Agent,2fbb34f8-fa48-4736-bc04-34e12819d43a.json
6.5,7.0,0.5,0.0,7,6.5,11.0,Customer,34afbce9-7315-4a25-826b-5d70446a5dd8.json
10.0,11.0,1.0,10.0,19,6.5,11.0,Agent,34afbce9-7315-4a25-826b-5d70446a5dd8.json
18.0,19.0,1.0,10.0,19,18.0,25.0,Customer,34afbce9-7315-4a25-826b-5d70446a5dd8.json
24.0,25.0,1.0,24.0,31,18.0,25.0,Agent,34afbce9-7315-4a25-826b-5d70446a5dd8.json
30.0,31.0,1.0,24.0,31,30.0,36.0,Customer,34afbce9-7315-4a25-826b-5d70446a5dd8.json
35.0,36.0,1.0,35.0,42,30.0,36.0,Agent,34afbce9-7315-4a25-826b-5d70446a5dd8.json
41.0,42.0,1.0,35.0,42,41.0,45.0,Customer,34afbce9-7315-4a25-826b-5d70446a5dd8.json
44.0,45.0,1.0,44.0,51,41.0,45.0,Agent,34afbce9-7315-4a25-826b-5d70446a5dd8.json
11.0,12.0,1.0,11.0,24,7.5,12.0,Agent,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
23.0,24.0,1.0,11.0,24,23.0,26.0,Customer,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
25.0,26.0,1.0,25.0,32,23.0,26.0,Agent,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
31.0,32.0,1.0,25.0,32,31.0,34.0,Customer,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
33.0,34.0,1.0,33.0,46,31.0,34.0,Agent,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
45.0,46.0,1.0,33.0,46,45.0,50.0,Customer,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
49.0,50.0,1.0,49.0,58,45.0,50.0,Agent,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
57.0,58.0,1.0,49.0,58,57.0,59.0,Customer,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
58.0,59.0,1.0,58.0,65,57.0,59.0,Agent,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
64.0,65.0,1.0,58.0,65,64.0,68.0,Customer,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
67.0,68.0,1.0,67.0,80,64.0,68.0,Agent,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
79.0,80.0,1.0,67.0,80,79.0,82.0,Customer,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
81.0,82.0,1.0,81.0,85,79.0,82.0,Agent,6941b4ed-b5d9-451b-8ffc-ee80b4904702.json
24.0,25.0,1.0,24.0,31,22.5,25.0,Agent,2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3.json
35.0,36.0,1.0,35.0,45,31.5,36.0,Agent,2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3.json
7.0,8.0,1.0,7.0,12,5.5,8.0,Agent,8706edf5-aa69-4338-b09a-122d2e9aa584.json
14.0,15.0,1.0,14.0,24,12.5,15.0,Agent,8706edf5-aa69-4338-b09a-122d2e9aa584.json
26.0,27.0,1.0,26.0,32,24.5,27.0,Agent,8706edf5-aa69-4338-b09a-122d2e9aa584.json
35.0,36.0,1.0,35.0,45,32.5,36.0,Agent,8706edf5-aa69-4338-b09a-122d2e9aa584.json
49.0,50.0,1.0,49.0,54,45.5,50.0,Agent,8706edf5-aa69-4338-b09a-122d2e9aa584.json
53.5,54.0,0.5,49.0,54,53.5,55.0,Customer,8706edf5-aa69-4338-b09a-122d2e9aa584.json
4.5,5.0,0.5,0.0,5,4.5,9.0,Customer,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
8.0,9.0,1.0,8.0,17,4.5,9.0,Agent,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
16.0,17.0,1.0,8.0,17,16.0,20.0,Customer,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
19.0,20.0,1.0,19.0,26,16.0,20.0,Agent,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
25.0,26.0,1.0,19.0,26,25.0,30.0,Customer,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
29.0,30.0,1.0,29.0,38,25.0,30.0,Agent,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
37.0,38.0,1.0,29.0,38,37.0,43.0,Customer,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
42.0,43.0,1.0,42.0,51,37.0,43.0,Agent,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
50.0,51.0,1.0,42.0,51,50.0,58.0,Customer,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
57.0,58.0,1.0,57.0,65,50.0,58.0,Agent,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
64.0,65.0,1.0,57.0,65,64.0,70.0,Customer,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
69.0,70.0,1.0,69.0,75,64.0,70.0,Agent,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
74.0,75.0,1.0,69.0,75,74.0,82.0,Customer,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
81.0,82.0,1.0,81.0,88,74.0,82.0,Agent,bf973b43-76ec-41a6-af68-a3b4bc4b69b3.json
9.0,10.0,1.0,9.0,16,6.0,10.0,Agent,879251ec-628b-466b-9a17-fd5dc45ed969.json
21.0,22.0,1.0,21.0,30,17.0,22.0,Agent,879251ec-628b-466b-9a17-fd5dc45ed969.json
34.0,35.0,1.0,34.0,43,31.0,35.0,Agent,879251ec-628b-466b-9a17-fd5dc45ed969.json
11.0,12.0,1.0,11.0,23,8.0,12.0,Agent,92477ce7-1d79-4164-a223-c25fc2030f32.json
27.0,28.0,1.0,27.0,32,24.0,28.0,Agent,92477ce7-1d79-4164-a223-c25fc2030f32.json
36.0,37.0,1.0,36.0,48,33.0,37.0,Agent,92477ce7-1d79-4164-a223-c25fc2030f32.json
53.0,54.0,1.0,53.0,64,49.0,54.0,Agent,92477ce7-1d79-4164-a223-c25fc2030f32.json
67.0,68.0,1.0,67.0,73,65.0,68.0,Agent,92477ce7-1d79-4164-a223-c25fc2030f32.json
79.0,80.0,1.0,79.0,87,74.0,80.0,Agent,92477ce7-1d79-4164-a223-c25fc2030f32.json
11.0,12.0,1.0,11.0,22,7.0,12.0,Agent,c6ba11d2-8bce-427b-973e-7a1d67813330.json
25.0,26.0,1.0,25.0,32,23.0,26.0,Agent,c6ba11d2-8bce-427b-973e-7a1d67813330.json
36.0,37.0,1.0,36.0,48,33.0,37.0,Agent,c6ba11d2-8bce-427b-973e-7a1d67813330.json
54.0,55.0,1.0,54.0,64,49.0,55.0,Agent,c6ba11d2-8bce-427b-973e-7a1d67813330.json
67.0,68.0,1.0,67.0,75,65.0,68.0,Agent,c6ba11d2-8bce-427b-973e-7a1d67813330.json
78.0,79.0,1.0,78.0,86,76.0,79.0,Agent,c6ba11d2-8bce-427b-973e-7a1d67813330.json
8.0,10.0,2.0,8.0,20,0.0,10.0,Agent,6387f58b-67bc-490c-857d-71f5daac829e.json
19.0,20.0,1.0,8.0,20,19.0,28.0,Customer,6387f58b-67bc-490c-857d-71f5daac829e.json
25.0,28.0,3.0,25.0,38,19.0,28.0,Agent,6387f58b-67bc-490c-857d-71f5daac829e.json
37.0,38.0,1.0,25.0,38,37.0,44.0,Customer,6387f58b-67bc-490c-857d-71f5daac829e.json
11.0,12.5,1.5,11.0,24,9.1,12.5,Agent,02f1cff9-7d47-4168-b1f9-d9fba10847a0.json
26.0,27.0,1.0,26.0,36,25.0,27.0,Agent,02f1cff9-7d47-4168-b1f9-d9fba10847a0.json
39.0,40.0,1.0,39.0,52,37.0,40.0,Agent,02f1cff9-7d47-4168-b1f9-d9fba10847a0.json
57.0,58.0,1.0,57.0,62,53.0,58.0,Agent,02f1cff9-7d47-4168-b1f9-d9fba10847a0.json
11.0,12.0,1.0,11.0,23,8.0,12.0,Agent,d1547036-4c85-47d8-87fb-887083aae978.json
26.0,27.0,1.0,26.0,34,24.0,27.0,Agent,d1547036-4c85-47d8-87fb-887083aae978.json
37.0,38.0,1.0,37.0,50,35.0,38.0,Agent,d1547036-4c85-47d8-87fb-887083aae978.json
53.0,54.0,1.0,53.0,61,51.0,54.0,Agent,d1547036-4c85-47d8-87fb-887083aae978.json
63.0,64.0,1.0,63.0,72,62.0,64.0,Agent,d1547036-4c85-47d8-87fb-887083aae978.json
75.0,76.0,1.0,75.0,85,73.0,76.0,Agent,d1547036-4c85-47d8-87fb-887083aae978.json
12.0,13.0,1.0,12.0,22,8.0,13.0,Agent,fe55cb8b-d868-4309-8a6c-2090bb1c2982.json
25.0,26.0,1.0,25.0,33,23.0,26.0,Agent,fe55cb8b-d868-4309-8a6c-2090bb1c2982.json
37.0,38.0,1.0,37.0,48,34.0,38.0,Agent,fe55cb8b-d868-4309-8a6c-2090bb1c2982.json
53.0,54.0,1.0,53.0,62,49.0,54.0,Agent,fe55cb8b-d868-4309-8a6c-2090bb1c2982.json
67.0,68.0,1.0,67.0,77,63.0,68.0,Agent,fe55cb8b-d868-4309-8a6c-2090bb1c2982.json
80.0,81.0,1.0,80.0,90,78.0,81.0,Agent,fe55cb8b-d868-4309-8a6c-2090bb1c2982.json
7.0,8.0,1.0,7.0,12,5.0,8.0,Agent,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
11.0,12.0,1.0,7.0,12,11.0,15.0,Customer,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
14.0,15.0,1.0,14.0,22,11.0,15.0,Agent,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
21.0,22.0,1.0,14.0,22,21.0,25.0,Customer,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
24.0,25.0,1.0,24.0,33,21.0,25.0,Agent,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
32.0,33.0,1.0,24.0,33,32.0,36.0,Customer,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
35.0,36.0,1.0,35.0,44,32.0,36.0,Agent,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
43.0,44.0,1.0,35.0,44,43.0,46.0,Customer,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
45.0,46.0,1.0,45.0,53,43.0,46.0,Agent,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
52.0,53.0,1.0,45.0,53,52.0,57.0,Customer,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
56.0,57.0,1.0,56.0,63,52.0,57.0,Agent,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
62.0,63.0,1.0,56.0,63,62.0,66.0,Customer,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
65.0,66.0,1.0,65.0,70,62.0,66.0,Agent,ca0741a7-0d6e-4450-b9e9-16da9796c5ee.json
11.0,12.0,1.0,11.0,22,8.0,12.0,Agent,8b2cb4a3-267b-4a83-8fbb-a82b1a0adee1.json
24.0,25.0,1.0,24.0,32,23.0,25.0,Agent,8b2cb4a3-267b-4a83-8fbb-a82b1a0adee1.json
36.0,37.0,1.0,36.0,47,33.0,37.0,Agent,8b2cb4a3-267b-4a83-8fbb-a82b1a0adee1.json
51.0,52.0,1.0,51.0,61,48.0,52.0,Agent,8b2cb4a3-267b-4a83-8fbb-a82b1a0adee1.json
64.0,65.0,1.0,64.0,73,62.0,65.0,Agent,8b2cb4a3-267b-4a83-8fbb-a82b1a0adee1.json
77.0,78.0,1.0,77.0,86,74.0,78.0,Agent,8b2cb4a3-267b-4a83-8fbb-a82b1a0adee1.json
89.0,90.0,1.0,89.0,93,87.0,90.0,Agent,8b2cb4a3-267b-4a83-8fbb-a82b1a0adee1.json
6.0,8.0,2.0,6.0,16,0.0,8.0,Agent,23f69c7c-f38b-4f4e-977a-660997b61c70.json
10.0,16.0,6.0,6.0,16,10.0,18.0,Customer,23f69c7c-f38b-4f4e-977a-660997b61c70.json
17.0,18.0,1.0,17.0,28,10.0,18.0,Agent,23f69c7c-f38b-4f4e-977a-660997b61c70.json
23.0,28.0,5.0,17.0,28,23.0,31.0,Customer,23f69c7c-f38b-4f4e-977a-660997b61c70.json
8.0,9.0,1.0,8.0,20,5.5,9.0,Agent,df372d50-4a09-4429-91c4-9a87a5f486e2.json
10.0,11.0,1.0,10.0,19,7.5,11.0,Agent,849b1e2c-abc5-41a4-a1b1-0b97cd2a245d.json
18.0,19.0,1.0,10.0,19,18.0,26.0,Customer,849b1e2c-abc5-41a4-a1b1-0b97cd2a245d.json
25.0,26.0,1.0,25.0,35,18.0,26.0,Agent,849b1e2c-abc5-41a4-a1b1-0b97cd2a245d.json
34.0,35.0,1.0,25.0,35,34.0,39.0,Customer,849b1e2c-abc5-41a4-a1b1-0b97cd2a245d.json
